PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
102,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
103,0,1,1,-0.6407297554842177,0,1,0.9098295350180712,0
104,0,3,1,0.2839385126299676,0,0,-0.47196890630546234,0
105,0,3,1,0.5921612686680294,2,0,-0.48664993466069395,0
106,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
107,1,3,0,-0.6407297554842177,0,0,-0.4921865265390384,0
108,1,3,1,-0.10133993241760961,0,0,-0.48966989386706367,0
109,0,3,1,0.6692169576775449,0,0,-0.48723782005286725,0
110,1,3,0,-0.10133993241760961,1,0,-0.15999101383837694,2
111,0,1,1,1.3627181587631838,0,0,0.40071474547758795,0
112,0,3,0,-1.1415917340460682,1,0,-0.3551971503258359,1
113,0,3,1,-0.5636740664747023,0,0,-0.4841333019887193,0
114,0,3,0,-0.7177854444937332,1,0,-0.4483971180466784,0
115,0,3,0,-0.9489525115222794,0,0,-0.3551146047741951,1
116,0,3,1,-0.6407297554842177,0,0,-0.48664993466069395,0
117,0,3,1,3.173526850486797,0,0,-0.49017322040145855,2
118,0,2,1,-0.024284243408094167,1,0,-0.22341015717213955,0
119,0,1,1,-0.4095626884556714,0,1,4.337147012122648,1
120,0,3,0,-2.104787846665011,4,2,-0.016542951535818605,0
121,0,2,1,-0.6407297554842177,2,0,0.8335755650572377,0
122,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
123,0,2,1,0.2454106681252099,1,0,-0.040787184044554156,1
124,1,2,0,0.2454106681252099,0,0,-0.38447464817852084,0
125,0,1,1,1.902107981829792,0,1,0.9098295350180712,0
126,1,3,1,-1.3342309565698567,1,0,-0.41987460999558585,1
127,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
128,1,3,1,-0.4095626884556714,0,0,-0.5024201616363563,0
129,1,3,0,-0.10133993241760961,1,1,-0.19606341990539358,1
130,0,3,1,1.208606780744153,0,0,-0.5057763429677017,0
131,0,3,1,0.2839385126299676,0,0,-0.48723782005286725,1
132,0,3,1,-0.7177854444937332,0,0,-0.5042663633645169,0
133,0,3,0,1.3627181587631838,1,0,-0.35427505611482435,0
134,1,2,0,-0.024284243408094167,1,0,-0.12274485029315124,0
135,0,2,1,-0.3325069994461559,0,0,-0.38447464817852084,0
136,0,2,1,-0.4866183774651868,0,0,-0.343286431215914,1
137,1,1,0,-0.7948411335032486,0,2,-0.11704115400538775,0
138,0,1,1,0.5921612686680294,1,0,0.4228611129909654,0
139,0,3,1,-1.026008200531795,0,0,-0.46064405928157615,0
140,0,1,1,-0.4095626884556714,0,0,0.9483340148992845,1
141,0,3,0,-0.10133993241760961,0,2,-0.33925981894075447,1
142,1,3,0,-0.5636740664747023,0,0,-0.49017322040145855,0
143,1,3,0,-0.4095626884556714,1,0,-0.32709542325749746,0
144,0,3,1,-0.7948411335032486,0,0,-0.5103062817772562,2
145,0,2,1,-0.871896822512764,0,0,-0.41467424024221733,0
146,0,2,1,-0.7948411335032486,1,1,0.09368555949667362,0
147,1,3,1,-0.17839562142712506,0,0,-0.489251126190447,0
148,0,3,0,-1.565398023598403,2,2,0.045869538729154176,0
149,0,2,1,0.5536334241632717,0,2,-0.12274485029315124,0
150,0,2,1,0.9774397137156066,0,0,-0.38447464817852084,0
151,0,2,1,1.6709409148012455,0,0,-0.39403785233202476,0
152,1,1,0,-0.5636740664747023,1,0,0.6946574415642337,0
153,0,3,1,2.017691515344065,0,0,-0.4841333019887193,0
154,0,3,1,0.8618561802013335,0,2,-0.35427505611482435,0
155,0,3,1,-0.10133993241760961,0,0,-0.49898143475337003,0
156,0,1,1,1.6709409148012455,0,1,0.5895467547334693,1
157,1,3,0,-1.026008200531795,0,0,-0.4905094425264344,2
158,0,3,1,0.052771445601421274,0,0,-0.4841333019887193,0
159,0,3,1,-0.10133993241760961,0,0,-0.4718018018960432,0
160,0,3,1,-0.10133993241760961,8,2,0.7540499726228369,0
161,0,3,1,1.1315510917346374,0,1,-0.3220621579135481,0
162,1,2,0,0.8233283356965757,0,0,-0.3291087293950773,0
163,0,3,1,-0.2554513104366405,0,0,-0.48966989386706367,0
164,0,3,1,-0.9489525115222794,0,0,-0.4718018018960432,0
165,0,3,1,-2.1818435356745267,4,1,0.15282642728807924,0
166,1,3,1,-1.565398023598403,0,2,-0.23297336132564347,0
167,1,1,0,-0.10133993241760961,0,1,0.46111392960498093,0
168,0,3,0,1.208606780744153,1,4,-0.08449203367913571,0
169,0,1,1,-0.10133993241760961,0,0,-0.12425482989633606,0
170,0,3,1,-0.10133993241760961,0,0,0.4912289628108992,0
171,0,1,1,2.4414978048964002,0,0,0.02825311002533122,0
172,0,3,1,-1.9506764686459803,4,1,-0.05982903349378355,2
173,1,3,0,-2.1818435356745267,1,1,-0.4220570338487224,0
174,0,3,1,-0.6407297554842177,0,0,-0.48664993466069395,0
175,0,1,1,2.0562193598488228,0,0,-0.028204020684680614,1
176,0,3,1,-0.871896822512764,1,1,-0.4880753554061005,0
177,0,3,1,-0.10133993241760961,3,1,-0.13348181192486414,0
178,0,1,0,1.5938852257917302,0,0,-0.06813392131130011,1
179,0,2,1,0.052771445601421274,0,0,-0.38447464817852084,0
180,0,3,1,0.5151055796585139,0,0,-0.6462044460638905,0
181,0,3,0,-0.10133993241760961,8,2,0.7540499726228369,0
182,0,2,1,-0.10133993241760961,0,0,-0.34320187235813565,1
183,0,3,1,-1.565398023598403,4,2,-0.014277982131041355,0
184,1,2,1,-2.1818435356745267,2,1,0.13898494759221836,0
185,1,3,0,-1.9506764686459803,0,2,-0.20277376926194698,0
186,0,1,1,-0.10133993241760961,0,0,0.36044862272599265,0
187,1,3,0,-0.10133993241760961,1,0,-0.33414199473902667,2
188,1,1,1,1.208606780744153,0,0,-0.11167166653646252,0
189,0,3,1,0.8233283356965757,1,1,-0.33414199473902667,2
190,0,3,1,0.5151055796585139,0,0,-0.48723782005286725,0
191,1,2,0,0.20688282362045216,0,0,-0.38447464817852084,0
192,0,2,1,-0.7948411335032486,0,0,-0.38447464817852084,0
193,1,3,0,-0.7948411335032486,1,0,-0.4880753554061005,0
194,1,2,1,-2.0277321576554956,1,1,-0.12274485029315124,0
195,1,1,0,1.1315510917346374,0,0,-0.08809987827767862,1
196,1,1,0,2.210330737867854,0,0,2.3037078131670836,1
197,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
198,0,3,1,0.9774397137156066,0,1,-0.4770021716494118,0
199,1,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
200,0,2,0,-0.4095626884556714,0,0,-0.38447464817852084,0
201,0,3,1,-0.10133993241760961,0,0,-0.4549403629938127,0
202,0,3,1,-0.10133993241760961,8,2,0.7540499726228369,0
203,0,3,1,0.36099420163948304,0,0,-0.515424105978984,0
204,0,3,1,1.2471346252489106,0,0,-0.5007430776237524,1
205,1,3,1,-0.871896822512764,0,0,-0.4841333019887193,0
206,0,3,0,-2.104787846665011,0,1,-0.43556229141960745,0
207,0,3,1,0.20688282362045216,1,0,-0.32709542325749746,0
208,1,3,1,-0.2554513104366405,0,0,-0.26795455546609187,1
209,1,3,0,-1.026008200531795,0,0,-0.49017322040145855,2
210,1,1,1,0.8233283356965757,0,0,-0.022079543414162937,1
211,0,3,1,-0.4095626884556714,0,0,-0.5042663633645169,0
212,1,2,0,0.4380498906489985,0,0,-0.22341015717213955,0
213,0,3,1,-0.5636740664747023,0,0,-0.5002397510893574,0
214,0,2,1,0.052771445601421274,0,0,-0.38447464817852084,0
215,0,3,1,-0.10133993241760961,1,0,-0.49017322040145855,2
216,1,1,0,0.12982713461093673,1,0,1.6343680812795898,1
217,1,3,0,-0.17839562142712506,0,0,-0.48664993466069395,0
218,0,2,1,0.9774397137156066,1,0,-0.10261178891735358,0
219,1,1,0,0.20688282362045216,0,0,0.8897810325000521,1
220,0,2,1,0.052771445601421274,0,0,-0.434807301618015,0
221,1,3,1,-1.026008200531795,0,0,-0.4841333019887193,0
222,0,2,1,-0.17839562142712506,0,0,-0.38447464817852084,0
223,0,3,1,1.6709409148012455,0,0,-0.4841333019887193,0
224,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
225,1,1,1,0.6692169576775449,1,0,1.1657710777578991,0
226,0,3,1,-0.5636740664747023,0,0,-0.4579603222001823,0
227,1,2,1,-0.7948411335032486,0,0,-0.434807301618015,0
228,0,3,1,-0.6792575999889754,0,0,-0.5002397510893574,0
229,0,2,1,-0.871896822512764,0,0,-0.38447464817852084,0
230,0,3,0,-0.10133993241760961,3,1,-0.13348181192486414,0
231,1,1,0,0.4380498906489985,1,0,1.0344028522808193,0
232,0,3,1,-0.024284243408094167,0,0,-0.48966989386706367,0
233,0,2,1,2.287386426877369,0,0,-0.374408117490622,0
234,1,3,0,-1.8736207796364648,4,2,-0.014277982131041355,0
235,0,2,1,-0.4095626884556714,0,0,-0.434807301618015,0
236,0,3,0,-0.10133993241760961,0,0,-0.4941998326766181,0
237,0,2,1,1.1315510917346374,1,0,-0.12274485029315124,0
238,1,2,0,-1.6424537126079184,0,2,-0.11771158494920184,0
239,0,2,1,-0.7948411335032486,0,0,-0.434807301618015,0
240,0,2,1,0.2839385126299676,0,0,-0.3990711176759742,0
241,0,3,0,-0.10133993241760961,1,0,-0.3551971503258359,1
242,1,3,0,-0.10133993241760961,1,0,-0.33414199473902667,2
243,0,2,1,-0.024284243408094167,0,0,-0.434807301618015,0
244,0,3,1,-0.5636740664747023,0,0,-0.5027563837613321,0
245,0,3,1,0.052771445601421274,0,0,-0.5007430776237524,1
246,0,1,1,1.1315510917346374,2,0,1.1657710777578991,2
247,0,3,0,-0.3325069994461559,0,0,-0.48966989386706367,0
248,1,2,0,-0.4095626884556714,0,2,-0.35427505611482435,0
249,1,1,1,0.5921612686680294,1,1,0.41187248809205507,0
250,0,2,1,1.902107981829792,1,0,-0.12274485029315124,0
251,0,3,1,-0.10133993241760961,0,0,-0.5002397510893574,0
252,0,3,0,-0.024284243408094167,1,1,-0.43556229141960745,0
253,0,1,1,2.5185534939059155,0,0,-0.11167166653646252,0
254,0,3,1,0.052771445601421274,1,0,-0.3220621579135481,0
255,0,3,0,0.9003840247060911,0,2,-0.23926494300558024,0
256,1,3,0,-0.024284243408094167,0,2,-0.33925981894075447,1
257,1,1,0,-0.10133993241760961,0,0,0.9483340148992845,1
258,1,1,0,0.052771445601421274,0,0,1.0953053629426073,0
259,1,1,0,0.4380498906489985,0,0,9.668550782149426,1
260,1,2,0,1.5938852257917302,0,1,-0.12274485029315124,0
261,0,3,1,-0.10133993241760961,0,0,-0.49017322040145855,2
262,1,3,1,-2.0277321576554956,4,2,-0.014277982131041355,0
263,0,1,1,1.747996603810761,1,1,0.9573938925183935,0
264,0,1,1,0.8233283356965757,0,0,-0.6462044460638905,0
265,0,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
266,0,2,1,0.5151055796585139,0,0,-0.434807301618015,0
267,0,3,1,-1.026008200531795,4,1,0.15282642728807924,0
268,1,3,1,-0.3325069994461559,1,0,-0.48966989386706367,0
269,1,1,0,2.210330737867854,0,1,2.443465485319458,0
270,1,1,0,0.4380498906489985,0,0,2.084509107438086,0
271,0,1,1,-0.10133993241760961,0,0,-0.022079543414162937,0
272,1,3,1,-0.3325069994461559,0,0,-0.6462044460638905,0
273,1,2,0,0.9003840247060911,0,1,-0.25360974923583607,0
274,0,1,1,0.5921612686680294,0,1,-0.04825252320269991,1
275,1,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
276,1,1,0,2.5956091829154313,1,0,0.9233347925889563,0
277,0,3,0,1.208606780744153,0,0,-0.49017322040145855,0
278,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
279,0,3,1,-1.719509401617434,4,1,-0.05982903349378355,2
280,1,3,0,0.4380498906489985,1,1,-0.2385099532039878,0
281,0,3,1,2.749720560934462,0,0,-0.49017322040145855,2
282,0,3,1,-0.10133993241760961,0,0,-0.4880753554061005,0
283,0,3,1,-1.026008200531795,0,0,-0.4549403629938127,0
284,1,3,1,-0.7948411335032486,0,0,-0.4841333019887193,0
285,0,1,1,-0.10133993241760961,0,0,-0.12274485029315124,0
286,0,3,1,0.2839385126299676,0,0,-0.4718018018960432,1
287,1,3,1,0.052771445601421274,0,0,-0.4549403629938127,0
288,0,3,1,-0.5636740664747023,0,0,-0.48723782005286725,0
289,1,2,1,0.9774397137156066,0,0,-0.38447464817852084,0
290,1,3,0,-0.5636740664747023,0,0,-0.49017322040145855,2
291,1,1,0,-0.2554513104366405,0,0,0.941287443417755,0
292,1,1,0,-0.7948411335032486,1,0,1.1874986775946599,1
293,0,2,1,0.5151055796585139,0,0,-0.38699128085049556,1
294,0,3,0,-0.4095626884556714,0,0,-0.4680268528880811,0
295,0,3,1,-0.4095626884556714,0,0,-0.48723782005286725,0
296,0,1,1,-0.10133993241760961,0,0,-0.08809987827767862,1
297,0,3,1,-0.4480905329604291,0,0,-0.500658518765974,1
298,0,1,0,-2.104787846665011,1,2,2.404961005438245,0
299,1,1,1,-0.10133993241760961,0,0,-0.032146074102061765,0
300,1,1,0,1.5938852257917302,0,1,4.337147012122648,1
301,1,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
302,1,3,1,-0.10133993241760961,2,0,-0.17811076907659482,2
303,0,3,1,-0.7948411335032486,0,0,-0.6462044460638905,0
304,1,2,0,-0.10133993241760961,0,0,-0.3975611380727893,2
305,0,3,1,-0.10133993241760961,0,0,-0.4841333019887193,0
306,1,1,1,-2.188007990795288,1,2,2.404961005438245,0
307,1,1,0,-0.10133993241760961,0,0,1.5862158383870948,1
308,1,1,0,-0.9489525115222794,1,0,1.546285937760475,1
309,0,2,1,0.052771445601421274,1,0,-0.16301097304474657,1
310,1,1,0,0.052771445601421274,0,0,0.4999546316111698,1
311,1,1,0,-0.4095626884556714,0,0,1.0280267117431041,1
312,1,1,0,-0.871896822512764,2,2,4.636207532411021,1
313,0,2,0,-0.2554513104366405,1,1,-0.12274485029315124,0
314,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
315,0,2,1,1.054495402725122,1,1,-0.11771158494920184,0
316,1,3,0,-0.2554513104366405,0,0,-0.4880753554061005,0
317,1,2,0,-0.4095626884556714,1,0,-0.12274485029315124,0
318,0,2,1,1.902107981829792,0,0,-0.36434158680272316,0
319,1,1,0,0.12982713461093673,0,2,2.67306694386133,0
320,1,1,0,0.8233283356965757,1,1,2.061692308980895,1
321,0,3,1,-0.5636740664747023,0,0,-0.5002397510893574,0
322,0,3,1,-0.17839562142712506,0,0,-0.48723782005286725,0
323,1,2,0,0.052771445601421274,0,0,-0.3975611380727893,2
324,1,2,0,-0.5636740664747023,1,1,-0.06234566616575826,0
325,0,3,1,-0.10133993241760961,8,2,0.7540499726228369,0
326,1,1,0,0.5151055796585139,0,0,2.084509107438086,1
327,0,3,1,2.4414978048964002,0,0,-0.5206244757323525,0
328,1,2,0,0.5151055796585139,0,0,-0.38447464817852084,0
329,1,3,0,0.12982713461093673,1,1,-0.23297336132564347,0
330,1,1,0,-1.026008200531795,0,1,0.5210943460557573,1
331,1,3,0,-0.10133993241760961,2,0,-0.17811076907659482,2
332,0,1,1,1.2471346252489106,0,0,-0.07241219685365709,0
333,0,1,1,0.6692169576775449,0,1,2.443465485319458,0
334,0,3,1,-1.026008200531795,2,0,-0.28380934129953256,0
335,1,1,0,-0.10133993241760961,1,0,2.044579206811467,0
336,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
337,0,1,1,-0.024284243408094167,1,0,0.6946574415642337,0
338,1,1,0,0.9003840247060911,0,0,2.061692308980895,1
339,1,3,1,1.208606780744153,0,0,-0.4841333019887193,0
340,0,1,1,1.208606780744153,0,0,0.06851923277692655,0
341,1,2,1,-2.104787846665011,1,1,-0.12274485029315124,0
342,1,1,0,-0.4095626884556714,3,2,4.648790695770894,0
343,0,2,1,-0.10133993241760961,0,0,-0.38447464817852084,0
344,0,2,1,-0.3325069994461559,0,0,-0.38447464817852084,0
345,0,2,1,0.5151055796585139,0,0,-0.38447464817852084,0
346,1,2,0,-0.4095626884556714,0,0,-0.38447464817852084,0
347,1,2,0,0.8233283356965757,0,0,-0.38447464817852084,0
348,1,3,0,-0.10133993241760961,1,0,-0.3220621579135481,0
349,1,3,1,-2.0277321576554956,1,1,-0.32608877018870763,0
350,0,3,1,0.9774397137156066,0,0,-0.4718018018960432,0
351,0,3,1,-0.4866183774651868,0,0,-0.460476954872157,0
352,0,1,1,-0.10133993241760961,0,0,0.05845270208902771,0
353,0,3,1,-1.1030638895413103,1,1,-0.500658518765974,1
354,0,3,1,-0.3325069994461559,1,0,-0.28783595357469205,0
355,0,3,1,-0.10133993241760961,0,0,-0.5007430776237524,1
356,0,3,1,-0.10133993241760961,0,0,-0.4549403629938127,0
357,1,1,0,-0.5636740664747023,0,1,0.46111392960498093,0
358,0,2,0,0.6692169576775449,0,0,-0.38447464817852084,0
359,1,3,0,-0.10133993241760961,0,0,-0.4875720288717055,2
360,1,3,0,-0.10133993241760961,0,0,-0.4875720288717055,2
361,0,3,1,0.8233283356965757,1,4,-0.08449203367913571,0
362,0,2,1,-0.024284243408094167,1,0,-0.08809987827767862,1
363,0,3,0,1.208606780744153,0,1,-0.3551971503258359,1
364,0,3,1,0.4380498906489985,0,0,-0.5042663633645169,0
365,0,3,1,-0.10133993241760961,1,0,-0.33414199473902667,2
366,0,3,1,0.052771445601421274,0,0,-0.5002397510893574,0
367,1,1,0,2.3644421158868845,1,0,0.8688084224648837,1
368,1,3,0,-0.10133993241760961,0,0,-0.500658518765974,1
369,1,3,0,-0.10133993241760961,0,0,-0.49017322040145855,2
370,1,1,0,-0.4095626884556714,0,0,0.7490167072788875,1
371,1,1,1,-0.3325069994461559,1,0,0.4700067028146707,1
372,0,3,1,-0.871896822512764,1,0,-0.515424105978984,0
373,0,3,1,-0.7948411335032486,0,0,-0.4841333019887193,0
374,0,1,1,-0.5636740664747023,0,0,2.084509107438086,1
375,0,3,0,-2.0277321576554956,3,1,-0.22190017756895475,0
376,1,1,0,-0.10133993241760961,1,0,1.008145313634504,1
377,1,3,0,-0.5636740664747023,0,0,-0.5002397510893574,0
378,0,1,1,-0.17839562142712506,0,2,3.6119380349173147,1
379,0,3,1,-0.7177854444937332,0,0,-0.5654205372935024,1
380,0,3,1,-0.7948411335032486,0,0,-0.48966989386706367,0
381,1,1,0,0.9774397137156066,0,0,3.9345703434644728,1
382,1,3,0,-2.1818435356745267,0,2,-0.3292758338044964,1
383,0,3,1,0.20688282362045216,0,0,-0.48664993466069395,0
384,1,1,0,0.4380498906489985,1,0,0.40071474547758795,0
385,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
386,0,2,1,-0.871896822512764,0,0,0.8335755650572377,0
387,0,3,1,-2.1818435356745267,5,2,0.29803613246101984,0
388,1,2,0,0.5151055796585139,0,0,-0.38447464817852084,0
389,0,3,1,-0.10133993241760961,0,0,-0.4905919880780752,2
390,1,2,0,-0.9489525115222794,0,0,-0.4046077095543185,1
391,1,1,1,0.5151055796585139,1,2,1.769762919031829,0
392,1,3,1,-0.6407297554842177,0,0,-0.489251126190447,0
393,0,3,1,-0.10133993241760961,2,0,-0.48664993466069395,0
394,1,1,0,-0.4866183774651868,1,0,1.6343680812795898,1
395,1,3,0,-0.4095626884556714,0,2,-0.3099823210880695,0
396,0,3,1,-0.5636740664747023,0,0,-0.489251126190447,0
397,0,3,0,0.12982713461093673,0,0,-0.4880753554061005,0
398,0,2,1,1.2856624697536683,0,0,-0.12274485029315124,0
399,0,2,1,-0.4866183774651868,0,0,-0.434807301618015,0
400,1,2,0,-0.10133993241760961,0,0,-0.39152121966005005,0
401,1,3,1,0.7462726466870603,0,0,-0.48664993466069395,0
402,0,3,1,-0.2554513104366405,0,0,-0.4841333019887193,0
403,0,3,0,-0.6407297554842177,1,0,-0.4483971180466784,0
404,0,3,1,-0.10133993241760961,1,0,-0.32709542325749746,0
405,0,3,0,-0.7177854444937332,0,0,-0.4718018018960432,0
406,0,2,1,0.36099420163948304,1,0,-0.22341015717213955,0
407,0,3,1,1.6709409148012455,0,0,-0.49017322040145855,0
408,1,2,1,-2.0277321576554956,1,1,-0.2687095452676843,0
409,0,3,1,-0.6407297554842177,0,0,-0.48966989386706367,0
410,0,3,0,-0.10133993241760961,3,1,-0.13348181192486414,0
411,0,3,1,-0.10133993241760961,0,0,-0.48723782005286725,0
412,0,3,1,-0.10133993241760961,0,0,-0.5081258712302573,2
413,1,1,0,0.2839385126299676,1,0,1.1657710777578991,2
414,0,2,1,-0.10133993241760961,0,0,-0.6462044460638905,0
415,1,3,1,1.1315510917346374,0,0,-0.48664993466069395,0
416,0,3,0,-0.10133993241760961,0,0,-0.4841333019887193,0
417,1,2,0,0.36099420163948304,1,1,0.008120048649533558,0
418,1,2,0,-0.871896822512764,0,2,-0.38447464817852084,0
419,0,2,1,0.052771445601421274,0,0,-0.38447464817852084,0
420,0,3,0,-1.4883423345888875,0,2,-0.15999101383837694,0
